1.654667082880187758e-06,1.461429071401060542e-01,1.533403401148563772e+00,3.832765572045258168e-02,3.454808721776831087e-04,6.006622269274932702e-01
2.259139108823139086e-06,7.838468467595524625e-02,9.904623935648788624e-01,4.606930123622130641e-02,4.830183205482438619e-04,4.900464534762896118e-01
4.485308359351758810e-06,1.642513383692718598e-01,1.342345316835551472e+00,4.717218640755774239e-02,1.480259907324645258e-04,5.677163197361303482e-01
4.137112795900880202e-06,5.346291949283978745e-02,2.414706221277710618e+00,1.567406461815703742e-02,4.238825651593777300e-04,9.802500953040361731e-01
2.866316972645243581e-06,1.899200779649890813e-01,1.254274085249962534e+00,1.118690794843305025e-02,2.853475354818401071e-04,9.897477785531114680e-01
4.387040858627695748e-06,2.652217744964514012e-01,2.179305865685937871e+00,3.546935425215297366e-02,1.350178108799642473e-04,1.232058607754864310e+00
2.461933650231915903e-06,1.215747058511651157e-01,9.024252464099243864e-01,1.254514321187386386e-02,4.481493259455876402e-04,6.957915516433316183e-01
3.954206532524452899e-06,2.750261750966915275e-01,7.407739030611080189e-01,3.693594523739538588e-02,4.757459258791921827e-04,1.413659642588362519e+00
4.087514630870307889e-06,2.553809903963401573e-01,2.185305678264060081e+00,1.665665920844132050e-02,6.692678884212148243e-05,1.184533794293191500e+00
1.592971243186062446e-06,1.537953517324963382e-01,1.800320582668072822e+00,8.397930153119936500e-03,2.153846821822372095e-04,1.361374972949798146e+00
1.773332045592927422e-06,2.903931225982237518e-01,1.552330440445833792e+00,1.822167891287929456e-02,3.938040405673602206e-04,7.661519390311257727e-01
4.805153484117563511e-06,4.229093507194823381e-02,1.944013639269538407e+00,1.404670380092635368e-02,1.920051943131246750e-04,5.853137500671340421e-01
4.216952098369399656e-06,8.429306846370018813e-02,3.744977773377933805e-01,9.260668431882963098e-03,7.828365672292821780e-05,1.100663195441768938e+00
5.081732944345625920e-06,1.785287444018609782e-01,2.135977147003307763e+00,1.181472304510607085e-02,4.216835812205405628e-04,4.118878315164561932e-01
2.526457490082543394e-06,2.335049380278222952e-01,4.273838532091328579e-01,1.705155362425748999e-02,2.931203544855400011e-04,1.465034419887398354e+00
5.341611461952011449e-06,2.966265691525847292e-01,1.619194289096134387e+00,2.076112243063794882e-02,4.429811922649660528e-04,8.708267323393273918e-01
3.739628609841333758e-06,9.436959214572128440e-02,5.960136265228650476e-01,1.874510122933532863e-02,3.073222711021238868e-04,7.288092039991989068e-01
4.309894161614401610e-06,2.129993233111585893e-01,2.264334032575835209e+00,6.689426200212615636e-03,4.002276951637791496e-04,6.349824960182572919e-01
3.405967210679798510e-06,2.186435464661606598e-01,2.010526124109524027e+00,4.192785195954899097e-02,1.584898908360908955e-04,6.531600121957019667e-01
1.432271119691947550e-06,2.455357117735475214e-01,2.048941342417857747e+00,3.241943256087403274e-02,2.099599526418706485e-04,1.131758853606323445e+00
4.970633436302207013e-06,1.900577535132514859e-02,2.544628895460732676e-01,3.954819967370435535e-02,4.361073228140693436e-04,1.142617182538230303e+00
2.702991761733167865e-06,2.699974740921501914e-01,1.695740445365978566e+00,4.836555503187717903e-02,2.649602395886717756e-04,9.242953364974421104e-01
2.398450398595829075e-06,1.729800153567687959e-01,1.147136934367154693e+00,4.395031317948988603e-02,5.127114558989173633e-05,9.038032610972820402e-01
2.015617720008633099e-06,1.752338220278777392e-01,1.278174324150158636e+00,1.282789751485671759e-02,1.784524832306810880e-04,1.490159580952865159e+00
5.402435028433536606e-06,9.007655989514450068e-02,1.457903349409227722e+00,4.940848678674756439e-02,4.592092196813099005e-04,6.860896942723302416e-01
2.784438994043770184e-06,2.223870813090600695e-01,1.515256046876792606e+00,4.293308265282895497e-02,3.400169634752824716e-04,1.169058378389998820e+00
1.477184562297770543e-06,1.830392002080411529e-01,1.434214172813781829e+00,1.475909480237545812e-02,4.669982336282494945e-04,1.469616361874866772e+00
3.874200877719300175e-06,1.444710355522512979e-01,2.111487601575871231e+00,2.462213887841681673e-02,3.843720344381083560e-04,8.022790296361195228e-01
5.520368219044448613e-06,7.418597255132899915e-02,9.581367538878829970e-01,7.806546483003631159e-03,4.127280661446675524e-04,8.858762145014187350e-01
3.811379618734216646e-06,1.621312521723263789e-01,2.337653340912082545e+00,2.483397175859974187e-02,1.514363263477943472e-04,4.206014808632508872e-01
3.457692263608945900e-06,6.259266979189870295e-02,8.671585399591452692e-01,2.704679328408410993e-02,4.902646773581152565e-04,8.259644678436784959e-01
1.924856640640819209e-06,3.748984520839609199e-03,1.061292275613276104e+00,2.164241963041592734e-02,5.760482369570491814e-05,9.656277806856359280e-01
2.566628395672445801e-06,3.072509542869546889e-02,6.017097148150454267e-01,3.065267366083952033e-02,9.983601104181517838e-05,1.265738365691453815e+00
2.989740106167154273e-06,3.668405769632820251e-02,8.360699570475479403e-01,2.990355514065664438e-02,2.762081758931397976e-04,7.566626065126742517e-01
2.340970437272498468e-06,1.702246309023290952e-02,1.327251467387550399e+00,2.634533603468909232e-02,1.169239824080961759e-04,6.216671065359509196e-01
4.053060585399058247e-06,6.930190065568497815e-02,1.916785544101548666e+00,4.479250200683524558e-02,2.975984000845975511e-04,1.067667759868488497e+00
3.121656458184089407e-06,1.106182640307082493e-01,5.484640495480010980e-01,1.524846412951255670e-02,1.996480934620571820e-04,1.073454605115518046e+00
